	"TE A1 Corn Oil 10 ml/kg 48hrs"	"TE A3 Corn Oil 10ml/kg 48hrs"	"TE B1 TCDD 10ug/kg 48hrs"	"TE B2 TCDD 10ug/kg 48hrs"	"TE A2 Corn Oil 10 ml/kg 48hrs    "	"TE B3 TCDD 10ug/kg 48hrs"
30739_A_52_P388397	0.410734	0.440505	0.195201	0.377079	0.49345	0.182447
30754_Rax	-0.140111	-0.576301	-0.534274	-0.304713	-0.585866	-0.444132
30757_Clec10a	-0.718123	-0.462632	-0.240937	-0.320611	-0.283213	-0.122418
30765_A_52_P579213	-0.244856	-0.123548	0.131276	-0.0690709	-0.657385	0.0137747
30785_Mogat2	-0.132504	-0.0277849	0.491512	0.219708	0.105144	0.133187
30813_Klf11	0.329071	0.237488	0.0153423	0.0954447	0.512791	0.157306
30956_Axin2	0.0965573	0.0494181	0.463921	0.495763	0.133103	0.194928
30958_Asxl2	-0.569516	-0.293247	-0.274679	0.017636	-0.0854341	-0.0209447
30976_Usp22	0.285235	0.520859	0.344527	0.286212	0.351062	0.0874651
31001_Sc4mol	-0.576101	-0.342331	0.20903	0.161204	-0.156183	0.288008
31058_D7Ertd715e	-0.498168	-0.293412	-0.00875952	0.400001	0.179696	0.323869
31063_Afp	0.0349785	0.105983	0.530502	0.530564	0.377957	0.436215
31073_C030046I01Rik	0.507039	0.398135	0.220304	0.101822	0.417602	0.253806
31079_Camk1d	0.0794252	0.116402	0.134667	0.601916	0.463787	0.144112
31113_Tpm2	-0.32301	-0.415	-0.673497	-0.395309	-0.287164	0.0169473
31143_Tle4	-0.478786	-0.34003	-0.359318	-0.393865	-0.248484	0.0512236
31145_Hsd3b5	0.484212	0.401433	0.405911	0.32673	0.494501	0.179916
31147_Rab23	-0.488937	-0.36589	0.0322505	-0.0012896500000001	-0.0485919	0.39356
31189_Tdrkh	0.75844	-0.255518	-0.178925	-0.23857	-0.485816	-0.419485
31194_Aqp8	-0.167423	-0.0128714	0.318228	0.492905	0.0946153	0.521034
31227_D330038O06Rik	-0.335046	-0.396439	-0.428624	-0.280654	-0.614662	-0.586143
31272_Slco1a4	-0.112766	0.302759	-0.752042	-0.0402657	-0.0468138	0.0652955
31326_A_52_P1075623	-0.501073	-0.441091	-0.437982	-0.298851	-0.38203	-0.0337202
31342_Csf1r	-0.215135	-0.4037	-0.291301	-0.256404	-0.487666	-0.394687
31439_A_52_P90393	-1.48353	-1.36099	-1.18338	-0.631873	-0.0834533	-0.170085
31451_Tmem191c	-0.0674328	-0.269614	-0.226693	-0.322391	-0.52094	-0.0724664
31456_Lta	0.172305	-0.514848	-0.527045	-0.258646	-0.623239	-0.451264
31498_Trib3	0.111896	0.359486	-0.277932	-0.113564	0.483497	0.249931
31516_4933409G03Rik	-0.453488	-0.432494	-0.390328	-0.178397	-0.4799	-0.384963
31526_Tgfa	0.497959	0.516506	0.363027	0.20308	0.407476	0.0181257
31555_Rbpms	0.667811	0.553735	0.25781	0.2573	0.484931	0.273728
31560_Rnf214	0.137002	-0.0379391	0.0227638	-0.140056	-0.201072	-0.520693
31581_Apol9a	-0.481536	-0.540767	-0.386428	-0.583411	-0.478695	0.154761
31614_Col2a1	0.657003	0.353363	0.216608	0.134522	0.0501099	-0.136866
31627_Ptprc	-0.500267	-0.498934	-0.241205	-0.381075	-0.262448	-0.0152494
31638_Ppp1r14d	-0.197782	-0.517127	-0.460914	-0.34868	-0.525726	-0.404946
31662_Lonrf1	-0.510989	-0.230111	-0.0928989	0.263748	-0.190269	0.00056860799999999
31700_A_52_P511177	-0.312558	-0.695925	-0.576525	-0.376224	-0.754602	-0.679176
31710_Usp2	-0.558515	-0.00274251	-0.417236	-0.286755	-0.573817	-0.423395
31715_Hnf1b	0.518899	0.197849	0.104073	-0.0557241	0.0199444	-0.096741
31720_Tuba3a	0.103936	0.0963998	0.483507	0.237865	0.243173	0.19189
31759_Slfn5	-0.390194	-0.523348	-0.353246	-0.3639	-0.342556	0.027058
31771_Apbb1ip	0.104469	-0.386727	-0.108636	-0.306039	-0.543022	-0.376315
31855_Rarb	-0.362217	-0.329462	-0.501513	-0.19018	-0.171677	0.102339
31903_A_52_P258595	-0.494174	-0.512182	-0.464676	-0.320617	-0.554557	-0.453448
31917_1810011O10Rik	-0.565795	-0.313235	-0.245073	-0.22242	-0.344911	0.111529
31957_Nckap1	0.458143	0.579019	0.436948	0.0822122	0.309613	0.0163471
31972_Egfr	0.510972	0.471046	0.344909	0.051023	0.29973	-0.0658775
31991_Flnc	-0.202983	-0.578317	-0.573486	-0.393735	-0.548469	-0.270487
32047_Slc3a2	0.0640374	-0.229081	-0.0569822	-0.215692	-0.554376	-0.192988
32050_5031439G07Rik	0.0234957	-0.448268	-0.313478	-0.313879	-0.54876	-0.360048
32109_A_51_P343717	-0.510264	-0.394467	-0.398334	-0.0320573	-0.110555	-0.0656053
32135_Dsg1c	0.091321	0.289419	0.388247	0.481656	0.317714	0.0681308
32199_A_52_P167719	-0.235509	-0.340892	-0.326128	-0.264496	-0.483377	-0.319049
32232_Fgd3	0.194195	-0.240404	-0.642167	-0.0516187	0.032235	0.00283189
32302_Tmco3	0.142407	0.153926	0.269413	0.628892	0.366844	0.244975
32322_Akap2	0.484503	0.441668	0.34867	0.454156	0.577509	0.122136
32327_Smpd3	0.167519	0.38398	0.554941	0.434983	0.425268	0.283796
32398_Cdc7	-0.192154	-0.587937	-0.359683	-0.402808	-0.505875	-0.238831
32453_Maff	-0.123244	-0.112325	-1.06924	-0.181238	-0.0267303	0.499228
32467_Htr7	-0.211391	-0.626055	-0.369926	-0.299147	-0.520564	-0.528793
32531_A_51_P149872	-0.514771	-0.460703	-0.464027	-0.371448	-0.4462	-0.260947
32569_Crocc	-0.490612	-0.233538	-0.335665	-0.0120686	-0.0848927	0.0643844
32666_5033430I15Rik	-0.0104885	-0.255062	0.518228	0.461637	0.00420625	-0.0721988
32691_Jun	0.00471508	-0.208955	-0.251906	0.518786	0.266092	0.204798
32723_Calcoco2	-0.219701	-0.43843	-0.445578	-0.280667	-0.52842	-0.204228
32759_Srrm4	-0.780176	-0.918626	-0.686986	-0.482438	-0.413622	-0.341845
32787_A_52_P598921	-0.0574537	-0.568581	-0.512836	-0.258816	-0.578635	-0.532851
32797_Tcf7l2	0.767066	0.59432	0.216503	0.883278	0.48039	-0.0340427
32808_Cib2	0.567292	0.300088	0.216426	0.0569032	0.199284	-0.115689
32888_Tulp1	-0.32536	-0.604535	-0.510142	-0.394783	-0.539743	-0.379118
32907_Tcfap2e	-0.301874	-0.547625	-0.587707	-0.510665	-0.27016	0.010137
32927_Ppt2	0.52671	0.394899	0.281859	0.394323	0.295976	0.163012
32981_4930548H24Rik	-0.373508	-0.632485	-0.401164	-0.245231	-0.561743	-0.17534
32988_Tpk1	0.643603	0.50466	0.434611	0.402852	0.534292	-0.105266
32993_D10Bwg1070e	-0.641633	-0.355315	-0.336111	-0.319194	-0.537927	0.190453
33043_Tmem110	0.287739	0.357035	0.425404	0.575459	0.467166	0.335917
33058_1810011O10Rik	-0.82195	-0.625263	-0.577213	-0.326101	-0.352624	-0.172948
33092_A_52_P1139679	-0.636386	-0.306906	-0.263538	0.269383	-0.365915	-0.0302694
33117_Golim4	0.516436	0.55134	0.387619	0.625814	0.392633	0.185008
33154_Prei4	-0.537115	-0.321536	-0.441675	-0.524815	-0.442626	0.0749615
33231_Lrrc1	0.0450094	-0.463425	-0.366581	-0.316582	-0.559921	-0.339199
33268_Scarb1	0.487461	0.354116	0.034407	0.1125	0.321901	0.134577
33329_Ttc9c	0.370717	0.342107	0.416397	0.562784	0.34156	0.108067
33342_D630042P16Rik	-0.209459	-0.550359	-0.670926	-0.320679	-0.55998	-0.512398
33365_Slc35d2	-0.244	-0.111438	0.202154	0.0740768	-0.0187772	0.534784
33375_Pmm1	-0.136072	-0.0561223	0.501573	0.400876	0.0916792	0.223253
33378_Afp	0.0208728	0.0911864	0.537568	0.552478	0.406797	0.405937
33405_A_52_P653406	-0.448721	-0.315713	0.275586	0.485061	0.00831909	0.240837
33498_Rab6	0.409621	0.240833	0.071159	-0.145337	-0.193528	-0.481141
33533_Zyg11b	0.503004	0.404921	0.294767	0.222288	0.27996	-0.168725
33571_Esr1	-0.27952	-0.528861	-0.0136058	0.0965676	-0.190794	0.148197
33637_Fitm1	-0.0279237	0.0993236	0.23936	0.51636	0.200468	0.142345
33642_Pcp4l1	0.00347557	-0.0809193	0.486151	0.688781	-0.0730916	0.651113
33662_1110030E23Rik	0.0018448	-0.233544	-0.122563	-0.325656	-0.345069	-0.522919
33695_Fmn2	-0.519868	-0.512518	-0.371695	-0.295098	-0.215543	-0.167762
33703_Ppp1r15a	0.318845	0.137868	-0.0778982	-0.243385	-0.108488	-0.51443
33863_A930010G16Rik	-0.208057	-0.436252	-0.640318	-0.291134	-0.685756	-0.601749
33884_Rgs17	-0.3703	-0.471974	-0.470828	-0.372073	-0.585055	-0.401114
33886_E130308A19Rik	-0.491252	-0.316064	-0.0093598799999999	0.00730944	-0.141857	0.0948043
33923_Nkain4	-0.19301	-0.345979	-0.103841	0.155873	-0.536266	-0.249064
33970_Slc41a2	0.513745	0.265522	0.514715	0.169564	0.296762	0.046194
34002_Myc	0.380445	-0.123469	0.167207	0.609844	-0.0936967	0.31918
34045_Pawr	0.577107	0.331002	0.0089974	-0.131123	0.058574	-0.251011
34069_Cnot7	0.535234	0.517015	0.394735	-0.011433	0.281696	0.0618541
34070_Eif5a2	-0.219811	-0.376034	-0.486226	-0.312407	-0.0580424	0.0957689
34091_Itga8	-0.126681	-0.107257	-0.484888	0.00058410699999996	0.0625624	0.023193
34105_Ncam1	-0.0742617	-0.368799	-0.368873	-0.159348	-0.513338	-0.275889
34123_Mras	-0.0315416	-0.296402	-0.00987219	-0.17307	-0.477438	-0.53677
34125_Moxd1	-0.93655	-0.766086	0.898863	-0.170579	-0.632081	0.0333885
34228_Lrtm1	-0.389396	-0.18471	0.668591	0.451418	-0.0211566	0.195512
34252_Hoxc10	-0.308708	-0.56751	-0.517915	-0.31569	-0.564538	-0.463773
34309_Ntng1	-0.425601	-0.440887	-0.635305	-0.209524	-0.524365	-0.3567
34333_Igfbp5	-0.371373	-0.323038	-0.120658	0.563811	-0.224754	0.0411756
34347_B3galt1	-0.07661	0.0428104	0.572682	0.349953	0.372205	0.104145
34361_Trpv6	-0.32023	-0.606159	-0.517365	-0.329813	-0.500152	-0.222275
34371_Myc	0.400843	-0.114764	0.16479	0.637839	-0.0697577	0.386068
34374_Jun	-0.0134736	-0.211207	-0.18687	0.511176	0.281554	0.223003
34410_Hes6	-0.139878	-0.198819	0.238424	0.19086	-0.135867	0.517643
34412_A_52_P284156	-0.364416	-0.435398	-0.631971	-0.298127	-0.487156	-0.340368
34421_Lpl	0.555443	0.403366	0.473528	0.479618	0.486469	0.224798
34464_Usp2	-0.562424	0.22528	-0.229927	-0.166982	-0.30426	0.142257
34474_Cyp1a1	-0.125703	0.0471433	2.35955	1.86769	0.0256722	2.0182
34476_Col2a1	0.676983	0.353221	0.237565	0.174891	0.105813	-0.169804
34511_Khdc1c	-0.356163	-0.546818	-0.498361	-0.33678	-0.815741	-0.572729
34521_Chd6	-0.0201659	-0.672172	-0.559526	-0.351626	-0.683438	-0.431547
34536_Hist1h4f	-0.255381	-0.484584	-0.388371	-0.386803	-0.126111	0.1456
34590_A_52_P875556	-0.569089	-0.319874	-0.34496	-0.136933	-0.12452	-0.0455154
34643_Vstm2a	-0.0791962	-0.555269	-0.540326	-0.294846	-0.539865	-0.440288
34708_Stam2	-0.499777	-0.300625	-0.13271	0.203168	0.0443558	0.206551
34734_9130206I24Rik	-0.641474	-0.715072	-0.671154	-0.345014	-0.24353	0.0281
34740_Kcnn4	0.0803982	-0.287692	-0.409813	-0.303967	-0.608547	-0.315656
34780_4930442P19Rik	-0.386712	-0.405905	-0.607331	-0.243789	-0.582879	-0.256151
34785_Wasf1	0.122019	0.20726	0.684638	0.895686	0.373123	0.242587
34794_Fam83g	-0.0908258	-0.412746	-0.405861	-0.263449	-0.540851	-0.229239
34804_Vsig4	-0.243883	-0.297121	-0.131764	-0.512311	-0.229986	-0.330602
34835_Cyp3a41a	-0.214234	-0.0995252	-1.14682	-0.170186	-0.0797381	-0.25843
34910_Bmp10	-0.181288	-0.485904	-0.438665	-0.2922	-0.549835	-0.525778
34920_Robo1	-0.0181079	0.124395	0.128458	0.502242	0.106225	-0.0839713
34933_Plvap	0.50083	0.331924	0.0649189	0.100492	0.293247	0.181665
34951_A_52_P654437	0.521765	0.500445	0.0756872	0.0815511	0.341043	0.170812
34984_A_51_P281078	-0.923996	-0.995038	-0.693984	-0.663964	-1.06637	-0.0600428
35021_Cirh1a	0.00040803800000001	-0.104543	-0.00032787600000001	-0.166847	-0.680361	-0.327548
35041_Glb1l	0.195548	0.287134	0.0373958	0.27705	0.326599	0.658763
35054_Hamp	0.00419142	-0.0360553	-0.0684862	0.123032	0.0417728	-0.86564
35066_Akap2	-0.34836	-0.553689	-0.0973617	-0.186137	-0.286358	0.124688
35067_A_52_P599388	0.486335	0.279129	0.0966685	0.684618	0.473158	0.296589
35095_Pitpnc1	-0.972326	-0.42927	-0.625316	-0.32585	-0.642983	-0.13589
35102_Cyp4a10	-0.195207	-0.0280256	-0.694893	-0.297359	-0.103574	0.0206924
35122_4932438A13Rik	0.339271	0.360219	0.38767	0.4829	0.304383	0.200847
35143_1700123I01Rik	-0.00321414	-0.46958	-0.314808	-0.250884	-0.505171	-0.304685
35179_Wnk4	-0.0438373	-0.138734	-0.42471	-0.232344	-0.556643	-0.506516
35260_Nrbp2	-0.431557	-0.442322	-0.507313	-0.293934	-0.661288	-0.587474
35272_A_52_P572659	0.0795188	-0.39668	-0.34179	-0.324554	-0.494396	-0.420199
35294_Treml4	-0.499773	-0.495851	-0.197659	-0.448219	-0.326488	-0.0821934
35306_Cyp2j6	0.187981	0.349331	0.179267	0.657518	0.470864	0.130217
35309_Lenep	-0.0991174	-0.0808887	-0.240287	-0.131112	-0.506594	-0.434918
35325_Csn3	-0.542557	-0.29303	-0.390976	-0.0426961	0.200807	-0.0156001
35380_Stk4	0.294118	0.279261	0.1062	0.581466	0.507787	0.161841
35400_Col2a1	0.663957	0.370002	0.222714	0.159389	0.0797519	-0.122574
35404_Ccdc103	0.0755962	-0.548986	-0.398108	-0.360288	-0.552411	-0.191257
35439_4921501E09Rik	-0.391054	-0.443392	-0.676295	-0.280209	-0.546054	0.008213
35574_Lcorl	-0.496815	-0.403314	-0.0289431	0.108173	-0.0239285	0.131996
35581_Ldlr	-0.486356	-0.291504	-0.204469	-0.0729206	-0.316784	0.0127617
35614_C330006K01Rik	-0.283824	-0.479402	-0.0925047	0.174758	0.0756339	0.112814
35652_Smg7	-0.0883425	-0.373467	-0.231717	-0.349112	-0.628271	-0.444867
35656_Bzw1	0.0290707	0.128314	0.491073	0.408519	0.179982	0.325157
35667_Syt10	-0.613827	-0.498525	-0.508605	-0.326756	-0.632549	-0.36206
35672_Rps4x	-0.265773	-0.566544	-0.500794	-0.317575	-0.162302	-0.0312543
35711_Nae1	-0.487965	-0.505028	-0.199235	-0.25508	-0.267892	0.0954317
35735_Hspb7	-0.0580545	-0.37831	-0.649539	-0.316526	-0.479866	-0.294384
35752_Lta	-0.0535768	-0.496511	-0.503701	-0.336274	-0.622656	-0.438586
35848_A_52_P907393	-0.512966	-0.32213	-0.366826	-0.127723	-0.613784	-0.340965
35913_Saps3	-0.51589	-0.458572	-0.384016	-0.276299	-0.333746	-0.182481
35917_8430406M14Rik	-0.503346	-0.601728	-0.203798	-0.0762029	-0.207602	-0.0540951
35924_Tcl1b4	-0.571179	-0.718845	-0.61585	-0.250397	0.17462	0.048528
35934_Tbl3	0.140961	-0.1355	-0.176361	-0.286629	-0.515145	-0.519453
35947_D5Wsu178e	0.322044	0.217961	0.432688	0.653478	0.271845	0.432505
35969_Pou6f2	-0.653775	-0.766311	-0.576058	-0.171486	-0.33439	0.00405475
35985_Hamp2	-0.370362	-0.32949	-0.993688	-0.701356	-0.2388	-0.792983
35995_Elovl5	0.158537	0.232749	0.147282	0.424393	0.158882	0.487865
36012_Phlpp1	0.587015	0.531333	0.0320055	0.344036	0.310256	0.128713
36017_Tra2a	-0.378404	-0.505976	-0.0407569	-0.135625	-0.309419	-0.00619754
36024_A_52_P77643	-0.343789	-0.469739	-0.675301	-0.265637	-0.335977	-0.333664
36059_1700125H20Rik	0	-0.334437	-0.627341	-0.242375	-0.546916	-0.49785
36079_A_51_P278353	-0.137148	-0.356148	-0.511781	-0.392242	-0.14968	0.0948489
36118_Mid1ip1	-0.253405	-0.0932939	-0.494419	-0.386792	-0.0411894	-0.136975
36128_Nppa	-0.25271	-0.416289	-0.447829	-0.161961	-0.809942	-0.0771452
36157_A_52_P450528	-0.490721	-0.624635	-0.548988	-0.160842	-0.415457	-0.197671
36163_C330007P06Rik	0.393502	0.508429	0.591723	0.562327	0.583084	0.183028
36182_Tiparp	-0.25135	-0.143229	0.615052	0.692732	0.0629318	0.482665
36218_Rnf19a	0.424226	0.477836	0.236474	0.62762	0.630993	0.129569
36225_Cyhr1	0.0728205	0.122655	0.0133575	0.00537577	0.130234	0.501949
36232_1700086P04Rik	0.811318	0.993323	0.753535	0.462595	0.66744	0.575368
36240_A_52_P714957	-0.274247	-0.59838	-0.616892	-0.334888	-0.665097	-0.636112
36254_Arih2	0.427523	0.515754	0.1606	0.1081	0.712085	0.152379
36263_Ppp2r5a	0.323015	0.508834	0.264981	0.204888	0.461694	0.265899
36276_Dsg2	0.428728	0.546417	0.34061	0.374232	0.188258	-0.0520751
36311_Hebp2	0.467666	0.368236	0.56461	0.6707	0.689161	-0.0723673
36387_Fgf8	-0.269544	-0.268907	-0.283388	-0.131413	-0.546881	-0.401397
36402_Fkbp5	-0.857769	-0.618683	-0.600249	-0.308153	-0.500228	-0.244397
36412_D630023F18Rik	0.257229	-0.408244	-0.461418	-0.301783	-0.510147	-0.331804
36442_Sfrp5	0.0359739	0.0784581	0.593799	0.488981	-0.220276	0.119145
36488_Cyp3a44	0.0889133	0.0468354	-1.0334	-0.192226	0.0837979	-0.110936
36491_Taf15	-0.289629	-0.633486	-0.188076	-0.230379	-0.121476	-0.302999
36519_Mphosph10	-0.0726342	-0.261054	0.182427	-0.166617	-0.454916	-0.5042
36528_Inmt	-0.127689	-0.0415024	-0.540536	-0.389499	-0.0464773	-0.232989
36552_Fam13a	-0.106472	0.0129034	-0.480678	-0.146096	-0.143902	-0.0715137
36627_Lars2	-0.508083	-0.807067	-0.60439	-0.389019	-0.239727	0.126043
36635_C730049O14Rik	0.44645	0.313677	0.406876	0.546477	0.349706	0.465999
36663_Flnc	-0.156947	-0.378105	-0.351209	-0.238977	-0.663276	-0.172818
36687_A_52_P835473	-0.790575	-0.356701	-0.340793	-0.292803	-0.588938	-0.286309
36767_A_52_P621109	0.0522585	0.0686129	-0.00204683	-0.0523613	-0.0612202	-0.478753
36786_Hsd17b2	0.351325	0.298184	0.566972	0.536947	0.324859	0.368452
36799_Lta	-0.272322	-0.488416	-0.547429	-0.322555	-0.61861	-0.447052
36813_Snx11	-0.442355	-0.541082	-0.412289	-0.337916	-0.20142	-0.156243
36827_Gm16508	-0.157837	-0.243005	-0.375675	-0.154695	-0.481712	-0.486258
36903_Myo1a	-0.150401	-0.5099	-0.413961	-0.323571	-0.605553	-0.387588
36908_Tle6	-0.111805	-0.333771	-0.643457	-0.346313	-0.203853	-0.0924277
36937_Phlpp2	-0.645057	-0.626389	-0.569324	-0.309631	-0.0977814	-0.0029773
37061_Cntnap5a	-0.054171	-0.403174	-0.361391	-0.436747	-0.841595	-0.259369
37128_Fcho2	0.42127	0.619998	0.441341	0.551019	0.363964	-0.111807
37135_Myo6	0.373925	0.515522	0.310341	0.276793	0.266703	0.15451
37136_Olfr124	-0.494784	-0.583337	-0.361336	-0.204412	-0.108414	-0.332212
37149_A_52_P26797	-0.212136	-0.411781	-0.59977	-0.252693	-0.12117	-0.0587946
37153_Gyk	-0.534408	-0.404788	-0.172077	-0.0497878	-0.458407	-0.08322
37175_Fli1	-0.462632	-0.480691	-0.16776	-0.137028	-0.240136	0.21446
37236_Asap2	0.256305	0.0392728	0.0903918	0.630216	0.477229	0.302914
37249_Hspa4	-0.336761	-0.594485	-0.300629	-0.200558	-0.35627	0.029959
37271_9130017N09Rik	-0.191765	-0.511791	-0.504498	-0.355476	-0.7232	-0.663547
37295_Tff3	0.889612	0.428323	0.876652	0.0660137	0.50413	0.0684777
37369_St8sia5	-0.153621	-0.402028	-0.517439	-0.273814	-0.551999	-0.422574
37458_Stat1	-0.607631	-0.489989	-0.250493	0.0113565	-0.292761	0.0129835
37496_Pnpla3	-0.930582	-0.585884	-1.1305	-0.333651	-0.624016	-0.242253
37512_Ywhaz	0.147674	0.0901765	-0.0098880899999999	0.102596	0.109982	0.489333
37525_Tmcc1	-0.493274	-0.426464	-0.388471	-0.176855	-0.294927	-0.240696
37552_Tnfrsf11b	0.389266	0.324756	0.333438	0.749911	0.529807	0.126579
37633_A_52_P58594	-0.461467	-0.52724	-0.154283	-0.116559	-0.188786	0.250765
37637_A_52_P771712	0.313251	-0.421623	-0.568044	-0.277148	-0.602684	-0.497287
37664_Cd80	-0.122524	-0.41143	-0.589131	-0.263101	-0.529369	-0.270728
37675_Dock5	-0.0197882	0.0813079	0.143447	0.589892	0.277456	0.124117
37720_A_52_P755756	-0.236236	-0.467973	-0.45721	-0.32501	-0.630826	-0.505453
37722_A_52_P481302	-0.471335	-0.12693	-1.1445	-0.715149	-0.266228	-0.119684
37737_Clec4a3	-0.496411	-0.39977	-0.248124	-0.235978	0.0028479	-0.162053
37748_Tgs1	0.170006	0.243259	0.244175	0.485083	0.456605	-0.0555803
37751_Jun	0.0288098	-0.160324	-0.231037	0.570396	0.334525	0.186104
37770_0610008F07Rik	-0.225337	-0.0958379	0.237152	0.163111	0.0468555	0.558607
37832_Thpo	0.547517	0.512631	0.312414	0.320918	0.43674	0.0988026
37839_Sema6d	-0.58271	-0.244587	-0.266425	9.4080599999974E-5	-0.200655	0.0834535
37871_1700120K04Rik	-0.00832933	-0.354513	-0.273297	-0.260033	-0.573257	-0.584939
37902_2310016C08Rik	-0.0790936	0.00310273	0.204567	0.56511	0.25327	0.150793
37962_Alas1	-0.749643	-0.22761	-0.382463	0.00153244	-0.601917	-0.29776
37968_Ptpn13	-0.528272	-0.338209	-0.272085	0.13469	-0.100926	0.0846215
37973_4930555G01Rik	-0.383537	-0.507677	-0.492564	-0.298037	-0.754773	-0.557745
37993_Amn1	-0.484723	-0.268279	-0.0523353	-0.0414839	-0.00914583	0.00340049
38027_A_52_P92689	-0.323352	-0.55447	-0.315363	-0.338885	-0.497424	-0.504154
38077_Pla2g12a	0.0713196	0.0393202	0.527462	0.564194	0.163364	0.590835
38096_1700024G13Rik	-0.301612	-0.418268	-0.0946957	-0.206244	-0.548907	-0.373456
38098_Arl15	-0.390634	-0.831579	-0.312687	-0.255084	-0.0626096	-0.170998
38122_Fxyd7	0.268413	-0.476072	-0.60845	-0.327955	-0.60926	-0.424758
38127_Nans	-0.265304	-0.482183	-0.0776192	0.0016176	-0.122074	-0.186952
38253_D830030K20Rik	0.101491	-0.426161	-0.530547	-0.350536	-0.629167	-0.412475
38265_Rasgrp3	-0.600193	-0.611938	-0.336842	-0.391914	-0.292302	0.148137
38306_Ccdc78	0.473733	-0.37208	-0.43896	-0.288362	-0.618928	-0.462926
38338_A_52_P1101113	-0.325119	-0.433553	-0.393052	-0.193518	-0.666574	-0.330081
38347_Cbln1	-0.663948	-0.395404	-0.223153	-0.142399	-0.535883	-0.244722
38354_Usp36	0.353634	0.448015	0.401757	0.576403	0.103856	0.0409252
38463_Gsta2	-0.572111	-0.316165	-0.169758	0.00432181	-0.239133	0.263338
38512_Lta	-0.138409	-0.531521	-0.425679	-0.280655	-0.587453	-0.487861
38514_Pafah1b2	0.263237	0.316568	0.188416	0.471983	0.512989	0.10122
38553_Fus	-0.490588	-0.449716	-0.110994	-0.21548	-0.615019	-0.399891
38588_A_51_P167097	-0.611602	-0.530729	-0.57465	-0.39934	-0.503918	-0.00036116999999998
38594_Limch1	-0.517062	-0.514564	-0.600467	-0.251684	-0.734947	-0.45201
38687_Atp1a1	-0.570077	-0.430907	-0.542389	-0.365721	-0.355694	-0.235576
38709_Cyp1a2	0.449186	0.511245	1.14001	1.12152	0.318774	1.19697
38740_Efcab1	-0.459726	-0.496265	-0.478281	-0.364486	-0.648986	-0.444737
38746_Gpr153	-0.590949	-0.509463	-0.476429	-0.058973	0.0425312	-0.0304151
38748_Gyg	-0.200393	-0.197976	0.169056	0.125153	-0.00996755	0.486655
38794_Zfp316	0.467464	-0.0859585	-0.148628	-0.301484	-0.481208	-0.281835
38809_Osgin1	0.901106	0.547661	0.092544	0.106704	0.489642	0.308439
38812_Rgs13	0	-0.49313	-0.497956	-0.275088	-0.601717	-0.494602
38825_Ceacam1	0.169236	0.277487	0.143726	0.382839	0.521197	0.123054
38857_Dok1	-0.47896	-0.0424165	-0.0999454	-0.210891	-0.051202	0.115433
38858_Cd99l2	-0.494473	-0.332517	-0.345329	-0.0713683	-0.195384	0.0536039
38890_Col5a2	0.535784	0.575073	0.188154	0.250258	0.606092	0.109948
38907_Klb	0.0868454	-0.342886	-0.23678	-0.222289	-0.559498	-0.33853
38909_Kdm2a	0.542014	0.39225	0.51774	0.493414	0.316807	0.203507
38930_Tgfa	0.539289	0.504319	0.390844	0.217852	0.28052	0.0335229
38960_Lilrb3	-0.433777	-0.413253	-0.140517	-0.484808	-0.361382	-0.131515
38980_Gm6809	0.0973224	-0.475925	-0.494301	-0.327678	-0.715023	-0.576405
39051_Col2a1	0.617801	0.360957	0.176473	0.159584	0.118957	-0.142509
39084_Ptprc	-0.472567	-0.534242	-0.197019	-0.358556	-0.249966	0.0054184
39101_Rbm38	0.0968613	-0.258228	-0.102246	-0.316413	-0.751028	-0.263224
39131_Tmem87b	0.18686	0.260562	0.285404	0.62825	0.406648	0.14529
39136_Myc	0.482463	-0.24706	-0.0933958	-0.0875693	-0.183106	-0.133017
39147_Apob	-0.10554	-0.37017	-0.380716	-0.0476486	-0.256785	-0.483084
39161_Ghr	-0.599549	-0.214492	0.0742534	0.134993	-0.237938	-0.109595
39193_Myo9a	-0.13182	-0.494874	-0.355307	-0.333268	-0.6382	-0.518829
39209_Ppp1r13l	-0.50589	-0.569708	-0.443807	-0.18675	-0.0173012	0.151924
39219_Hacl1	-0.471478	-0.522278	-0.180807	-0.297271	-0.310591	0.0255702
39250_Msi2	-0.344423	-0.52229	-0.244215	-0.0133543	-0.223594	-0.282223
39287_Pias4	0.485628	0.325945	0.232371	0.0669853	0.0492165	-0.184555
39303_A_51_P173361	0.196918	0.144918	-0.322658	0.00178295	-0.530664	-0.497561
39356_Vac14	-0.138236	0.0148871	-0.0282279	-0.134178	-0.593456	-0.333763
39359_Plxna2	-0.347749	-0.428951	-0.508378	-0.179589	-0.314766	0.179578
39361_Rarb	-0.396977	-0.308533	-0.495908	-0.189024	-0.164152	0.0116603
39384_Mthfr	0.481051	0.312722	0.101708	0.383963	0.149898	0.335953
39404_Esr1	-0.293557	-0.511197	-0.0557383	0.0991091	-0.161947	0.183636
39486_Zfp735	0	-0.587248	-0.504221	-0.205215	-0.61787	-0.537595
39492_Myrip	0	-0.493277	-0.479194	-0.384629	-0.569309	-0.212984
39552_Egfr	0.454871	0.501325	0.335928	0.175009	0.373867	0.0892797
39571_Ube2i	0.13575	-0.251163	-0.17684	-0.273334	-0.522347	-0.241909
39650_Synpo	-0.415414	-0.676956	-0.668979	-0.58184	-0.218835	0.0999937
